nome_regione,ufficio_giudiziario,distretto,tipologia_procedura,provvedimento,procedura_rg
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,258/1999
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,26/2000
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,26/2012
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,261/1998
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,269/1994
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,27/2012
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,278/2011
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,281/2010
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,29/2008
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,29/2009
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,3/1984
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,3/2004
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,303/1997
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,308/2010
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,31/2009
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,31/2011
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,32/2009
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,32/2013
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,328/1997
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,33/2007
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,33/2014
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,332/2010
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,333/1992
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,34/2014
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,345/1992
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,35/2007
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,35/2015
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,36/1999
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,38/1999
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,38/2003
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,38/2008
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,38/2009
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,38/2014
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,39/1999
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,39/2014
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,4/1993
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,4/1998
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,4/2001
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,40/1995
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,401/1997
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,41/2010
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,43/2013
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,44/2014
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,45/2006
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,46/2004
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,47/2005
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,47/2009
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,47/2012
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,49/1997
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,49/2014
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,5/2009
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,50/2005
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,50/2014
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,51/2001
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,51/2012
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,54/2008
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,54/2009
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,54/2012
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,56/2000
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,57/1999
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,57/2014
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,59/1999
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,59/2009
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,59/2012
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,59/2015
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,6/1997
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,60/2007
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,60/2010
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,61/2000
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,61/2007
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,62/2010
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,63/2011
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,64/2012
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,64/2016
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,65/1998
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,68/2017
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,7/1999
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,7/2010
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,71/2012
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,73/2010
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,73/2014
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,76/2010
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,76/2014
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,77/2014
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,78/2010
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,79/2012
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,79/2015
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,8/2012
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,80/2015
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,81/2010
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,81/2011
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,81/2015
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,82/2011
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,83/1997
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,83/2011
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,84/2008
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,84/2014
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,85/2007
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,85/2011
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,86/2007
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,88/2000
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,89/2009
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,89/2013
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,9/1998
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,9/2012
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,90/2009
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,94/2009
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,95/2007
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,95/2009
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,95/2011
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,96/2014
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,99/2000
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Confisca def.,99/2015
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Revoca Conf.,11/2011
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Revoca Conf.,11/2014
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Revoca Conf.,115/2012
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Revoca Conf.,123/2013
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Revoca Conf.,146/2013
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Revoca Conf.,167/2013
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Revoca Conf.,21/2013
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Revoca Conf.,38/2013
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Revoca Conf.,4/2013
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Revoca Conf.,43/2012
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Revoca Conf.,45/2014
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Revoca Conf.,61/2014
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Revoca Conf.,63/2009
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Revoca Conf.,69/2015
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Revoca Conf.,96/2013
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Revoca Conf. parziale,120/2013
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Revoca Conf. parziale,128/2013
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Revoca Conf. parziale,139/2016
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Revoca Conf. parziale,158/1999
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Revoca Conf. parziale,159/1996
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Revoca Conf. parziale,21/2015
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Revoca Conf. parziale,23/2011
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Revoca Conf. parziale,28/2008
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Revoca Conf. parziale,44/2001
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Revoca Conf. parziale,44/2015
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Revoca Conf. parziale,46/2013
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Revoca Conf. parziale,6/1999
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Revoca Conf. parziale,60/2012
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Revoca Conf. parziale,66/1998
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Revoca Conf. parziale,68/2015
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Revoca Conf. parziale,77/2011
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Revoca Conf. parziale,84/2011
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Revoca Conf. parziale,90/2013
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Rinvio,104/2003
Calabria,Tribunale,Reggio Calabria,Misure di Prevenzione,Sequestro,78/2015
Calabria,Tribunale,Reggio Calabria,Procedimento Penale,Confisca def.,7734/2010
